environment,image_id,plotNumber,genotype,score_A,score_B,human_score,comment_A,comment_B
Georgia2025,250009_LeafPhotoA_2025-10-01 08_40_14.699,250009,PI576390,,,,,
Georgia2025,250010_LeafPhotoA_2025-10-01 08_41_28.159,250010,PI656090,3.5,3.5,3.5,,
Georgia2025,250010_LeafPhotoA_2025-10-01 08_41_52.727,250010,PI656090,3.0,3.5,3.25,,
Georgia2025,250010_LeafPhotoA_2025-10-01 08_42_05.816,250010,PI656090,,,,,
Georgia2025,250011_LeafPhotoA_2025-10-01 08_42_49.368,250011,PI565121,2.0,2.0,2.0,,
Georgia2025,250011_LeafPhotoA_2025-10-01 08_43_03.794,250011,PI565121,,,,,
Georgia2025,250011_LeafPhotoA_2025-10-01 08_43_43.777,250011,PI565121,,,,,
Georgia2025,250012_LeafPhotoA_2025-10-01 08_44_20.583,250012,PI552861,,,,,
Georgia2025,250012_LeafPhotoA_2025-10-01 08_44_40.115,250012,PI552861,,,,,
Georgia2025,250012_LeafPhotoA_2025-10-01 08_44_58.260,250012,PI552861,,,,,
Georgia2025,250013_LeafPhotoA_2025-10-01 08_45_44.764,250013,PI534123,,,,,
Georgia2025,250013_LeafPhotoA_2025-10-01 08_46_00.333,250013,PI534123,,,,,
Georgia2025,250013_LeafPhotoA_2025-10-01 08_46_44.200,250013,PI534123,,,,,
Georgia2025,250014_LeafPhotoA_2025-10-01 08_47_18.953,250014,PI533976,,,,,
Georgia2025,250014_LeafPhotoA_2025-10-01 08_47_38.087,250014,PI533976,,,,,
Georgia2025,250014_LeafPhotoA_2025-10-01 08_48_06.227,250014,PI533976,,,,,
Georgia2025,250015_LeafPhotoA_2025-10-01 08_48_31.219,250015,PI595718,,,,,
Georgia2025,250015_LeafPhotoA_2025-10-01 08_48_48.257,250015,PI595718,3.0,3.5,3.25,,
Georgia2025,250015_LeafPhotoA_2025-10-01 08_49_16.643,250015,PI595718,,,,,
Georgia2025,250016_LeafPhotoA_2025-10-01 08_49_47.388,250016,PI576434,3.0,3.0,3.0,,
Georgia2025,250016_LeafPhotoA_2025-10-01 08_50_07.730,250016,PI576434,,,,,
Georgia2025,250016_LeafPhotoA_2025-10-01 08_50_37.802,250016,PI576434,,,,,
Georgia2025,250017_LeafPhotoA_2025-10-01 08_09_22.902,250017,PI534075,4.5,4.0,4.25,,
Georgia2025,250017_LeafPhotoA_2025-10-01 08_11_18.919,250017,PI534075,,,,,
Georgia2025,250017_LeafPhotoA_2025-10-01 08_12_23.346,250017,PI534075,,,,,
Georgia2025,250018_LeafPhotoA_2025-10-01 08_13_03.942,250018,PI656106,,,,,
Georgia2025,250018_LeafPhotoA_2025-10-01 08_13_53.741,250018,PI656106,,,,,
Georgia2025,250018_LeafPhotoA_2025-10-01 08_14_14.896,250018,PI656106,,,,,
Georgia2025,250019_LeafPhotoA_2025-10-01 08_15_33.486,250019,PI656062,,,,,
Georgia2025,250019_LeafPhotoA_2025-10-01 08_16_12.575,250019,PI656062,,,,,
Georgia2025,250019_LeafPhotoA_2025-10-01 08_16_51.576,250019,PI656062,,,,,
Georgia2025,250020_LeafPhotoA_2025-10-01 08_25_20.978,250020,PI642998,,,,,
Georgia2025,250020_LeafPhotoA_2025-10-01 08_25_52.706,250020,PI642998,,,,,
Georgia2025,250020_LeafPhotoA_2025-10-01 08_26_15.754,250020,PI642998,,,,,
Georgia2025,250021_LeafPhotoA_2025-10-01 08_27_19.755,250021,PI533877,,,,,
Georgia2025,250021_LeafPhotoA_2025-10-01 08_27_43.809,250021,PI533877,,,,,
Georgia2025,250021_LeafPhotoA_2025-10-01 08_28_11.697,250021,PI533877,,,,,
Georgia2025,250022_LeafPhotoA_2025-10-01 08_28_46.373,250022,PI653616,,,,,
Georgia2025,250022_LeafPhotoA_2025-10-01 08_29_09.695,250022,PI653616,,,,,
Georgia2025,250022_LeafPhotoA_2025-10-01 08_29_41.874,250022,PI653616,,,,,
Georgia2025,250023_LeafPhotoA_2025-10-01 08_32_10.319,250023,PI534021,,,,,
Georgia2025,250023_LeafPhotoA_2025-10-01 08_32_34.647,250023,PI534021,,,,,
Georgia2025,250023_LeafPhotoA_2025-10-01 08_32_59.112,250023,PI534021,,,,,
Georgia2025,250024_LeafPhotoA_2025-10-01 08_34_11.861,250024,PI564164,,,,,
Georgia2025,250024_LeafPhotoA_2025-10-01 08_34_37.458,250024,PI564164,,,,,
Georgia2025,250024_LeafPhotoA_2025-10-01 08_35_03.746,250024,PI564164,,,,,
Georgia2025,250025_LeafPhotoA_2025-10-01 08_35_37.824,250025,PI533927,,,,,
Georgia2025,250025_LeafPhotoA_2025-10-01 08_36_03.557,250025,PI533927,,,,,
Georgia2025,250025_LeafPhotoA_2025-10-01 08_36_27.558,250025,PI533927,,,,,
Georgia2025,250026_LeafPhotoA_2025-10-01 08_37_08.013,250026,PI629059,,,,,
Georgia2025,250026_LeafPhotoA_2025-10-01 08_37_30.254,250026,PI629059,,,,,
Georgia2025,250026_LeafPhotoA_2025-10-01 08_38_00.045,250026,PI629059,,,,,
Georgia2025,250027_LeafPhotoA_2025-10-01 08_38_31.362,250027,PI656039,,,,,
Georgia2025,250027_LeafPhotoA_2025-10-01 08_38_57.670,250027,PI656039,,,,,
Georgia2025,250027_LeafPhotoA_2025-10-01 08_39_28.548,250027,PI656039,,,,,
Georgia2025,250028_LeafPhotoA_2025-10-01 08_40_04.549,250028,PI597972,,,,,
Georgia2025,250028_LeafPhotoA_2025-10-01 08_40_33.520,250028,PI597972,,,,,
Georgia2025,250028_LeafPhotoA_2025-10-01 08_40_52.513,250028,PI597972,2.0,1.5,1.75,,
Georgia2025,250029_LeafPhotoA_2025-10-01 08_41_24.957,250029,PI656067,,,,,
Georgia2025,250029_LeafPhotoA_2025-10-01 08_42_02.507,250029,PI656067,,,,,
Georgia2025,250029_LeafPhotoA_2025-10-01 08_42_31.801,250029,PI656067,,,,,
Georgia2025,250030_LeafPhotoA_2025-10-01 08_43_06.776,250030,PI533997,,,,,
Georgia2025,250030_LeafPhotoA_2025-10-01 08_43_31.100,250030,PI533997,4.0,4.5,4.25,,
Georgia2025,250030_LeafPhotoA_2025-10-01 08_43_57.044,250030,PI533997,,,,,
Georgia2025,250031_LeafPhotoA_2025-10-01 08_44_38.824,250031,PI576391,,,,,
Georgia2025,250031_LeafPhotoA_2025-10-01 08_45_01.098,250031,PI576391,,,,,
Georgia2025,250031_LeafPhotoA_2025-10-01 08_45_22.228,250031,PI576391,3.0,3.0,3.0,,
Georgia2025,250032_LeafPhotoA_2025-10-01 08_45_52.136,250032,PI609456,,,,,
Georgia2025,250032_LeafPhotoA_2025-10-01 08_46_13.921,250032,PI609456,,,,,
Georgia2025,250032_LeafPhotoA_2025-10-01 08_46_36.960,250032,PI609456,,,,,
Georgia2025,250033_LeafPhotoA_2025-10-01 08_17_22.671,250033,PI656018,3.0,4.0,3.5,,
Georgia2025,250033_LeafPhotoA_2025-10-01 08_17_59.126,250033,PI656018,,,,,
Georgia2025,250033_LeafPhotoA_2025-10-01 08_19_54.666,250033,PI656018,,,,,
Georgia2025,250035_LeafPhotoA_2025-10-01 08_24_46.418,250035,PI655990,3.0,3.5,3.25,,
Georgia2025,250035_LeafPhotoA_2025-10-01 08_25_31.887,250035,PI655990,,,,,
Georgia2025,250035_LeafPhotoA_2025-10-01 08_26_09.458,250035,PI655990,,,,,
Georgia2025,250036_LeafPhotoA_2025-10-01 08_36_52.214,250036,PI566819,,,,,
Georgia2025,250036_LeafPhotoA_2025-10-01 08_37_20.011,250036,PI566819,,,,,
Georgia2025,250036_LeafPhotoA_2025-10-01 08_37_50.732,250036,PI566819,,,,,
Georgia2025,250037_LeafPhotoA_2025-10-01 08_39_56.883,250037,PI17548,,,,,
Georgia2025,250037_LeafPhotoA_2025-10-01 08_40_33.530,250037,PI17548,,,,,
Georgia2025,250037_LeafPhotoA_2025-10-01 08_41_13.539,250037,PI17548,,,,,
Georgia2025,250038_LeafPhotoA_2025-10-01 08_43_22.997,250038,PI656076,,,,,
Georgia2025,250038_LeafPhotoA_2025-10-01 08_44_04.345,250038,PI656076,2.0,1.5,1.75,,
Georgia2025,250038_LeafPhotoA_2025-10-01 08_44_23.121,250038,PI656076,1.0,1.5,1.25,,
Georgia2025,250039_LeafPhotoA_2025-10-01 08_46_28.099,250039,PI576393,1.5,2.0,1.75,,
Georgia2025,250039_LeafPhotoA_2025-10-01 08_46_54.850,250039,PI576393,,,,,
Georgia2025,250039_LeafPhotoA_2025-10-01 08_47_53.954,250039,PI576393,,,,,
Georgia2025,250040_LeafPhotoA_2025-10-01 08_49_56.211,250040,PI533842,,,,,
Georgia2025,250040_LeafPhotoA_2025-10-01 08_50_19.937,250040,PI533842,,,,,
Georgia2025,250040_LeafPhotoA_2025-10-01 08_50_33.489,250040,PI533842,,,,,
Georgia2025,250041_LeafPhotoA_2025-10-01 08_51_48.934,250041,PI656058,,,,,
Georgia2025,250041_LeafPhotoA_2025-10-01 08_52_10.612,250041,PI656058,,,,,
Georgia2025,250041_LeafPhotoA_2025-10-01 08_52_23.772,250041,PI656058,,,,,
Georgia2025,250042_LeafPhotoA_2025-10-01 08_53_46.110,250042,PI533752,2.5,3.5,3.0,,
Georgia2025,250042_LeafPhotoA_2025-10-01 08_54_17.459,250042,PI533752,,,,,
Georgia2025,250042_LeafPhotoA_2025-10-01 08_54_31.249,250042,PI533752,,,,,
Georgia2025,250042_LeafPhotoA_2025-10-01 08_54_47.276,250042,PI533752,,,,,
Georgia2025,250043_LeafPhotoA_2025-10-01 08_59_10.324,250043,PI656117,,,,,
Georgia2025,250043_LeafPhotoA_2025-10-01 08_59_23.355,250043,PI656117,,,,,
Georgia2025,250043_LeafPhotoA_2025-10-01 08_59_37.918,250043,PI656117,,,,,
Georgia2025,250044_LeafPhotoA_2025-10-01 09_00_30.520,250044,PI656038,,,,,
Georgia2025,250044_LeafPhotoA_2025-10-01 09_00_41.440,250044,PI656038,,,,,
Georgia2025,250044_LeafPhotoA_2025-10-01 09_00_55.383,250044,PI656038,,,,,
Georgia2025,250045_LeafPhotoA_2025-10-01 09_01_58.025,250045,PI533956,,,,,
Georgia2025,250045_LeafPhotoA_2025-10-01 09_02_31.696,250045,PI533956,,,,,
Georgia2025,250045_LeafPhotoA_2025-10-01 09_02_57.693,250045,PI533956,,,,,
Georgia2025,250046_LeafPhotoA_2025-10-01 09_04_01.998,250046,PI533878,,,,,
Georgia2025,250046_LeafPhotoA_2025-10-01 09_04_14.225,250046,PI533878,,,,,
Georgia2025,250046_LeafPhotoA_2025-10-01 09_04_29.157,250046,PI533878,3.0,3.5,3.25,,
Georgia2025,250047_LeafPhotoA_2025-10-01 09_05_37.741,250047,PI534046,,,,,
Georgia2025,250047_LeafPhotoA_2025-10-01 09_05_51.767,250047,PI534046,,,,,
Georgia2025,250047_LeafPhotoA_2025-10-01 09_06_04.002,250047,PI534046,,,,,
Georgia2025,250048_LeafPhotoA_2025-10-01 09_06_49.647,250048,PI656050,,,,,
Georgia2025,250048_LeafPhotoA_2025-10-01 09_07_03.099,250048,PI656050,,,,,
Georgia2025,250048_LeafPhotoA_2025-10-01 09_07_12.573,250048,PI656050,,,,,
Georgia2025,250049_LeafPhotoA_2025-10-01 09_18_00.155,250049,PI576130,,,,,
Georgia2025,250049_LeafPhotoA_2025-10-01 09_18_34.158,250049,PI576130,,,,,
Georgia2025,250049_LeafPhotoA_2025-10-01 09_18_57.839,250049,PI576130,1.5,1.5,1.5,,
Georgia2025,250050_LeafPhotoA_2025-10-01 09_16_36.691,250050,PI607931,2.0,1.5,1.75,,
Georgia2025,250050_LeafPhotoA_2025-10-01 09_16_58.370,250050,PI607931,3.5,4.5,4.0,,
Georgia2025,250050_LeafPhotoA_2025-10-01 09_17_34.450,250050,PI607931,,,,,
Georgia2025,250051_LeafPhotoA_2025-10-01 09_14_37.117,250051,PI329440,,,,,
Georgia2025,250051_LeafPhotoA_2025-10-01 09_14_56.862,250051,PI329440,,,,,
Georgia2025,250051_LeafPhotoA_2025-10-01 09_15_37.076,250051,PI329440,,,,,
Georgia2025,250052_LeafPhotoA_2025-10-01 09_13_28.092,250052,PI576385,,,,,
Georgia2025,250052_LeafPhotoA_2025-10-01 09_13_51.583,250052,PI576385,,,,,
Georgia2025,250052_LeafPhotoA_2025-10-01 09_14_07.066,250052,PI576385,,,,,
Georgia2025,250053_LeafPhotoA_2025-10-01 09_12_18.166,250053,PI597950,,,,,
Georgia2025,250053_LeafPhotoA_2025-10-01 09_12_38.147,250053,PI597950,,,,,
Georgia2025,250053_LeafPhotoA_2025-10-01 09_12_58.975,250053,PI597950,,,,,
Georgia2025,250054_LeafPhotoA_2025-10-01 09_10_26.507,250054,PI597951,,,,,
Georgia2025,250054_LeafPhotoA_2025-10-01 09_10_58.933,250054,PI597951,,,,,
Georgia2025,250054_LeafPhotoA_2025-10-01 09_11_22.496,250054,PI597951,,,,,
Georgia2025,250055_LeafPhotoA_2025-10-01 09_08_58.929,250055,PI597961,,,,,
Georgia2025,250055_LeafPhotoA_2025-10-01 09_09_17.668,250055,PI597961,,,,,
Georgia2025,250055_LeafPhotoA_2025-10-01 09_09_38.732,250055,PI597961,,,,,
Georgia2025,250056_LeafPhotoA_2025-10-01 09_07_28.715,250056,PI656044,,,,,
Georgia2025,250056_LeafPhotoA_2025-10-01 09_07_45.959,250056,PI656044,,,,,
Georgia2025,250056_LeafPhotoA_2025-10-01 09_08_00.226,250056,PI656044,,,,,
Georgia2025,250057_LeafPhotoA_2025-10-01 09_05_27.847,250057,PI597952,,,,,
Georgia2025,250057_LeafPhotoA_2025-10-01 09_06_02.637,250057,PI597952,,,,,
Georgia2025,250057_LeafPhotoA_2025-10-01 09_06_27.929,250057,PI597952,,,,,
Georgia2025,250058_LeafPhotoA_2025-10-01 09_03_19.621,250058,PI656034,,,,,
Georgia2025,250058_LeafPhotoA_2025-10-01 09_04_18.463,250058,PI656034,,,,,
Georgia2025,250058_LeafPhotoA_2025-10-01 09_04_36.163,250058,PI656034,,,,,
Georgia2025,250059_LeafPhotoA_2025-10-01 08_57_28.668,250059,PI585291,,,,,
Georgia2025,250059_LeafPhotoA_2025-10-01 08_57_51.704,250059,PI585291,,,,,
Georgia2025,250059_LeafPhotoA_2025-10-01 08_58_19.600,250059,PI585291,,,,,
Georgia2025,250060_LeafPhotoA_2025-10-01 08_56_14.677,250060,PI656068,,,,,
Georgia2025,250060_LeafPhotoA_2025-10-01 08_56_35.775,250060,PI656068,3.0,3.5,3.25,,
Georgia2025,250060_LeafPhotoA_2025-10-01 08_56_50.632,250060,PI656068,,,,,
Georgia2025,250061_LeafPhotoA_2025-10-01 08_54_15.464,250061,PI656104,,,,,
Georgia2025,250061_LeafPhotoA_2025-10-01 08_54_44.881,250061,PI656104,,,,,
Georgia2025,250061_LeafPhotoA_2025-10-01 08_55_50.814,250061,PI656104,,,,,
Georgia2025,250062_LeafPhotoA_2025-10-01 08_52_40.989,250062,PI561073,,,,,
Georgia2025,250062_LeafPhotoA_2025-10-01 08_53_10.723,250062,PI561073,,,,,
Georgia2025,250062_LeafPhotoA_2025-10-01 08_53_37.138,250062,PI561073,,,,,
Georgia2025,250063_LeafPhotoA_2025-10-01 08_50_13.250,250063,PI576350,,,,,
Georgia2025,250063_LeafPhotoA_2025-10-01 08_50_33.642,250063,PI576350,,,,,
Georgia2025,250063_LeafPhotoA_2025-10-01 08_50_55.358,250063,PI576350,,,,,
Georgia2025,250064_LeafPhotoA_2025-10-01 08_48_51.284,250064,PI576418,,,,,
Georgia2025,250064_LeafPhotoA_2025-10-01 08_49_10.180,250064,PI576418,,,,,
Georgia2025,250064_LeafPhotoA_2025-10-01 08_49_39.450,250064,PI576418,,,,,
Georgia2025,250065_LeafPhotoA_2025-10-01 09_21_38.380,250065,PI533961,,,,,
Georgia2025,250065_LeafPhotoA_2025-10-01 09_21_54.462,250065,PI533961,,,,,
Georgia2025,250065_LeafPhotoA_2025-10-01 09_22_15.719,250065,PI533961,,,,,
Georgia2025,250066_LeafPhotoA_2025-10-01 09_19_12.497,250066,PI533980,,,,,
Georgia2025,250066_LeafPhotoA_2025-10-01 09_19_30.859,250066,PI533980,,,,,
Georgia2025,250066_LeafPhotoA_2025-10-01 09_19_53.515,250066,PI533980,,,,,
Georgia2025,250067_LeafPhotoA_2025-10-01 09_17_52.697,250067,PI533991,,,,,
Georgia2025,250067_LeafPhotoA_2025-10-01 09_18_07.466,250067,PI533991,2.0,3.0,2.5,,
Georgia2025,250067_LeafPhotoA_2025-10-01 09_18_27.865,250067,PI533991,,,,,
Georgia2025,250068_LeafPhotoA_2025-10-01 09_16_27.794,250068,PI597965,,,,,
Georgia2025,250068_LeafPhotoA_2025-10-01 09_16_48.464,250068,PI597965,,,,,
Georgia2025,250068_LeafPhotoA_2025-10-01 09_17_04.949,250068,PI597965,,,,,
Georgia2025,250069_LeafPhotoA_2025-10-01 09_14_50.737,250069,PI656079,,,,,
Georgia2025,250069_LeafPhotoA_2025-10-01 09_15_13.603,250069,PI656079,,,,,
Georgia2025,250069_LeafPhotoA_2025-10-01 09_15_36.115,250069,PI656079,,,,,
Georgia2025,250070_LeafPhotoA_2025-10-01 09_12_58.383,250070,PI656118,,,,,
Georgia2025,250070_LeafPhotoA_2025-10-01 09_13_17.053,250070,PI656118,2.0,2.5,2.25,,
Georgia2025,250070_LeafPhotoA_2025-10-01 09_13_36.683,250070,PI656118,,,,,
Georgia2025,250071_LeafPhotoA_2025-10-01 09_11_42.485,250071,PI656070,,,,,
Georgia2025,250071_LeafPhotoA_2025-10-01 09_12_08.637,250071,PI656070,,,,,
Georgia2025,250071_LeafPhotoA_2025-10-01 09_12_24.403,250071,PI656070,,,,,
Georgia2025,250072_LeafPhotoA_2025-10-01 09_09_50.558,250072,PI656047,,,,,
Georgia2025,250072_LeafPhotoA_2025-10-01 09_10_30.249,250072,PI656047,,,,,
Georgia2025,250072_LeafPhotoA_2025-10-01 09_10_51.189,250072,PI656047,,,,,
Georgia2025,250073_LeafPhotoA_2025-10-01 09_08_27.889,250073,PI656006,,,,,
Georgia2025,250073_LeafPhotoA_2025-10-01 09_08_38.326,250073,PI656006,,,,,
Georgia2025,250073_LeafPhotoA_2025-10-01 09_08_57.961,250073,PI656006,,,,,
Georgia2025,250074_LeafPhotoA_2025-10-01 09_02_24.669,250074,PI576340,,,,,
Georgia2025,250074_LeafPhotoA_2025-10-01 09_07_41.888,250074,PI576340,,,,,
Georgia2025,250074_LeafPhotoA_2025-10-01 09_07_57.153,250074,PI576340,,,,,
Georgia2025,250075_LeafPhotoA_2025-10-01 09_01_17.605,250075,PI534144,,,,,
Georgia2025,250075_LeafPhotoA_2025-10-01 09_01_32.204,250075,PI534144,,,,,
Georgia2025,250075_LeafPhotoA_2025-10-01 09_01_59.790,250075,PI534144,,,,,
Georgia2025,250076_LeafPhotoA_2025-10-01 08_59_51.984,250076,PI655983,,,,,
Georgia2025,250076_LeafPhotoA_2025-10-01 09_00_16.332,250076,PI655983,,,,,
Georgia2025,250076_LeafPhotoA_2025-10-01 09_00_37.961,250076,PI655983,,,,,
Georgia2025,250077_LeafPhotoA_2025-10-01 08_58_19.998,250077,PI576380,2.5,3.0,2.75,,
Georgia2025,250077_LeafPhotoA_2025-10-01 08_58_45.384,250077,PI576380,,,,,
Georgia2025,250077_LeafPhotoA_2025-10-01 08_59_16.582,250077,PI576380,,,,,
Georgia2025,250078_LeafPhotoA_2025-10-01 08_56_03.050,250078,PI595741,,,,,
Georgia2025,250078_LeafPhotoA_2025-10-01 08_57_13.107,250078,PI595741,,,,,
Georgia2025,250078_LeafPhotoA_2025-10-01 08_57_56.392,250078,PI595741,,,,,
Georgia2025,250079_LeafPhotoA_2025-10-01 08_54_29.929,250079,PI540816,3.0,2.5,2.75,,
Georgia2025,250079_LeafPhotoA_2025-10-01 08_54_46.365,250079,PI540816,,,,,
Georgia2025,250079_LeafPhotoA_2025-10-01 08_55_09.260,250079,PI540816,2.0,3.0,2.5,,
Georgia2025,250080_LeafPhotoA_2025-10-01 08_53_18.127,250080,PI35038,,,,,
Georgia2025,250080_LeafPhotoA_2025-10-01 08_53_34.588,250080,PI35038,,,,,
Georgia2025,250080_LeafPhotoA_2025-10-01 08_53_52.131,250080,PI35038,,,,,
Georgia2025,250081_LeafPhotoA_2025-10-01 09_36_59.444,250081,PI533912,,,,,
Georgia2025,250081_LeafPhotoA_2025-10-01 09_37_10.569,250081,PI533912,,,,,
Georgia2025,250081_LeafPhotoA_2025-10-01 09_37_22.200,250081,PI533912,,,,,
Georgia2025,250082_LeafPhotoA_2025-10-01 09_35_55.387,250082,PI533839,,,,,
Georgia2025,250082_LeafPhotoA_2025-10-01 09_36_08.349,250082,PI533839,,,,,
Georgia2025,250082_LeafPhotoA_2025-10-01 09_36_18.618,250082,PI533839,,,,,
Georgia2025,250083_LeafPhotoA_2025-10-01 09_34_27.863,250083,PI533939,,,,,
Georgia2025,250083_LeafPhotoA_2025-10-01 09_34_40.013,250083,PI533939,,,,,
Georgia2025,250083_LeafPhotoA_2025-10-01 09_34_55.595,250083,PI533939,,,,,
Georgia2025,250084_LeafPhotoA_2025-10-01 09_33_00.848,250084,PI533957,,,,,
Georgia2025,250084_LeafPhotoA_2025-10-01 09_33_29.858,250084,PI533957,,,,,
Georgia2025,250084_LeafPhotoA_2025-10-01 09_33_42.784,250084,PI533957,,,,,
Georgia2025,250085_LeafPhotoA_2025-10-01 09_31_31.405,250085,PI597968,,,,,
Georgia2025,250085_LeafPhotoA_2025-10-01 09_31_43.547,250085,PI597968,,,,,
Georgia2025,250085_LeafPhotoA_2025-10-01 09_31_55.223,250085,PI597968,,,,,
Georgia2025,250086_LeafPhotoA_2025-10-01 09_30_16.379,250086,PI656074,,,,,
Georgia2025,250086_LeafPhotoA_2025-10-01 09_30_30.688,250086,PI656074,,,,,
Georgia2025,250086_LeafPhotoA_2025-10-01 09_30_44.942,250086,PI656074,,,,,
Georgia2025,250087_LeafPhotoA_2025-10-01 09_29_16.707,250087,PI656049,,,,,
Georgia2025,250087_LeafPhotoA_2025-10-01 09_29_28.346,250087,PI656049,,,,,
Georgia2025,250087_LeafPhotoA_2025-10-01 09_29_40.038,250087,PI656049,,,,,
Georgia2025,250088_LeafPhotoA_2025-10-01 09_28_10.035,250088,PI656043,,,,,
Georgia2025,250088_LeafPhotoA_2025-10-01 09_28_19.454,250088,PI656043,,,,,
Georgia2025,250088_LeafPhotoA_2025-10-01 09_28_31.621,250088,PI656043,,,,,
Georgia2025,250089_LeafPhotoA_2025-10-01 09_26_43.431,250089,PI656072,,,,,
Georgia2025,250089_LeafPhotoA_2025-10-01 09_26_57.829,250089,PI656072,,,,,
Georgia2025,250089_LeafPhotoA_2025-10-01 09_27_08.107,250089,PI656072,,,,,
Georgia2025,250090_LeafPhotoA_2025-10-01 09_24_53.767,250090,PI656085,,,,,
Georgia2025,250090_LeafPhotoA_2025-10-01 09_25_11.576,250090,PI656085,,,,,
Georgia2025,250090_LeafPhotoA_2025-10-01 09_25_23.905,250090,PI656085,,,,,
Georgia2025,250091_LeafPhotoA_2025-10-01 09_23_25.431,250091,PI656098,,,,,
Georgia2025,250091_LeafPhotoA_2025-10-01 09_23_37.206,250091,PI656098,,,,,
Georgia2025,250091_LeafPhotoA_2025-10-01 09_23_51.988,250091,PI656098,,,,,
Georgia2025,250092_LeafPhotoA_2025-10-01 09_21_53.866,250092,PI576352,,,,,
Georgia2025,250092_LeafPhotoA_2025-10-01 09_22_06.170,250092,PI576352,,,,,
Georgia2025,250092_LeafPhotoA_2025-10-01 09_22_17.023,250092,PI576352,,,,,
Georgia2025,250093_LeafPhotoA_2025-10-01 09_20_38.818,250093,PI656055,,,,,
Georgia2025,250093_LeafPhotoA_2025-10-01 09_20_49.163,250093,PI656055,,,,,
Georgia2025,250093_LeafPhotoA_2025-10-01 09_21_01.104,250093,PI656055,,,,,
Georgia2025,250094_LeafPhotoA_2025-10-01 09_19_02.544,250094,PI48770,,,,,
Georgia2025,250094_LeafPhotoA_2025-10-01 09_19_19.316,250094,PI48770,,,,,
Georgia2025,250094_LeafPhotoA_2025-10-01 09_19_34.196,250094,PI48770,,,,,
Georgia2025,250095_LeafPhotoA_2025-10-01 09_17_42.974,250095,PI656075,,,,,
Georgia2025,250095_LeafPhotoA_2025-10-01 09_18_06.905,250095,PI656075,,,,,
Georgia2025,250095_LeafPhotoA_2025-10-01 09_18_19.254,250095,PI656075,,,,,
Georgia2025,250096_LeafPhotoA_2025-10-01 09_16_24.123,250096,PI534116,,,,,
Georgia2025,250096_LeafPhotoA_2025-10-01 09_16_44.550,250096,PI534116,,,,,
Georgia2025,250096_LeafPhotoA_2025-10-01 09_16_59.361,250096,PI534116,,,,,
Georgia2025,250097_LeafPhotoA_2025-10-01 09_48_21.625,250097,PI534163,,,,,
Georgia2025,250097_LeafPhotoA_2025-10-01 09_48_37.064,250097,PI534163,,,,,
Georgia2025,250097_LeafPhotoA_2025-10-01 09_48_58.473,250097,PI534163,,,,,
Georgia2025,250098_LeafPhotoA_2025-10-01 09_50_19.877,250098,PI656120,,,,,
Georgia2025,250098_LeafPhotoA_2025-10-01 09_50_29.717,250098,PI656120,,,,,
Georgia2025,250098_LeafPhotoA_2025-10-01 09_50_40.216,250098,PI656120,,,,,
Georgia2025,250099_LeafPhotoA_2025-10-01 09_51_29.634,250099,PI656103,5.0,5.0,5.0,,
Georgia2025,250099_LeafPhotoA_2025-10-01 09_51_47.828,250099,PI656103,,,,,
Georgia2025,250099_LeafPhotoA_2025-10-01 09_52_04.626,250099,PI656103,,,,,
Georgia2025,250100_LeafPhotoA_2025-10-01 09_52_52.911,250100,PI656007,,,,,
Georgia2025,250100_LeafPhotoA_2025-10-01 09_53_03.101,250100,PI656007,,,,,
Georgia2025,250100_LeafPhotoA_2025-10-01 09_53_13.436,250100,PI656007,,,,,
Georgia2025,250101_LeafPhotoA_2025-10-01 09_53_51.703,250101,PI576435,,,,,
Georgia2025,250101_LeafPhotoA_2025-10-01 09_54_02.427,250101,PI576435,,,,,
Georgia2025,250101_LeafPhotoA_2025-10-01 09_54_13.824,250101,PI576435,,,,,
Georgia2025,250102_LeafPhotoA_2025-10-01 09_54_52.524,250102,PI597971,,,,,
Georgia2025,250102_LeafPhotoA_2025-10-01 09_55_10.203,250102,PI597971,3.5,4.0,3.75,,
Georgia2025,250102_LeafPhotoA_2025-10-01 09_55_21.973,250102,PI597971,,,,,
Georgia2025,250103_LeafPhotoA_2025-10-01 09_56_13.568,250103,PI534099,,,,,
Georgia2025,250103_LeafPhotoA_2025-10-01 09_56_23.016,250103,PI534099,,,,,
Georgia2025,250103_LeafPhotoA_2025-10-01 09_56_31.628,250103,PI534099,,,,,
Georgia2025,250104_LeafPhotoA_2025-10-01 09_57_08.630,250104,PI533989,,,,,
Georgia2025,250104_LeafPhotoA_2025-10-01 09_57_21.313,250104,PI533989,,,,,
Georgia2025,250104_LeafPhotoA_2025-10-01 09_57_35.904,250104,PI533989,,,,,
Georgia2025,250106_LeafPhotoA_2025-10-01 09_59_07.363,250106,PI656053,,,,,
Georgia2025,250106_LeafPhotoA_2025-10-01 09_59_20.699,250106,PI656053,,,,,
Georgia2025,250106_LeafPhotoA_2025-10-01 09_59_31.225,250106,PI656053,,,,,
Georgia2025,250107_LeafPhotoA_2025-10-01 10_00_17.372,250107,PI655982,,,,,
Georgia2025,250107_LeafPhotoA_2025-10-01 10_00_27.880,250107,PI655982,,,,,
Georgia2025,250107_LeafPhotoA_2025-10-01 10_00_40.095,250107,PI655982,,,,,
Georgia2025,250108_LeafPhotoA_2025-10-01 10_01_16.515,250108,PI656028,,,,,
